journal_id,title,issn,lang,years,database
"19238","The Journal of cardiovascular management: the official journal of the American College of Cardiovascular Administrators","1053-5330","西文","20040101-20051201","MEDLINE電子期刊"
"18963","The Journal of cell biology","0021-9525","西文","20050301-20110901","MEDLINE電子期刊"
"38746","The Journal of Climate Change and Health","2667-2782","西文","2021-present","ClinicalKey 【電子期刊&電子書】"
"47435","The Journal of Clinical Endocrinology and Metabolism","0021-972X","西文","2017-present(已延遲 1 年)","ProQuest 【電子期刊】"
"27370","The Journal of Clinical Endocrinology and Metabolism(JCEM)","0021-972X","英文","1980-present","南醫單本訂購期刊"
"18949","The Journal of clinical investigation","0021-9738","西文","20020101-","MEDLINE電子期刊"
"46650","The Journal of Clinical Pediatric Dentistry","1053-4628","西文","2014-2022","ProQuest 【電子期刊】"
"18967","The Journal of dermatologic surgery","0097-9716","西文","19750301-19761201","MEDLINE電子期刊"
"18972","The Journal of dermatologic surgery and oncology","0148-0812","西文","19770101-19941201","MEDLINE電子期刊"
"18968","The Journal of dermatological treatment","0954-6634","西文","20010301-","MEDLINE電子期刊"
"18969","The Journal of dermatology","0385-2407","西文","20060101-","MEDLINE電子期刊"
"19045","The Journal of eukaryotic microbiology","1066-5234","西文","20040901-","MEDLINE電子期刊"
"19278","The Journal of experimental medicine","0022-1007","西文","20050301-20110901","MEDLINE電子期刊"
"18992","The Journal of family practice","0094-3509","西文","20000101-","MEDLINE電子期刊"
"19345","The Journal of general physiology","0022-1295","西文","20050901-20110901","MEDLINE電子期刊"
"19167","The Journal of general psychology","0022-1309","西文","19750101-","MEDLINE電子期刊"
"19146","The Journal of genetic psychology","0022-1325","西文","19750301-","MEDLINE電子期刊"
"19095","The journal of hand surgery Asian-Pacific volume","2424-8355","西文","20160201-","MEDLINE電子期刊"
"19220","The journal of headache and pain","1129-2369","西文","20050201-","MEDLINE電子期刊"
"19098","The journal of knee surgery","1538-8506","西文","20030101-20091201","MEDLINE電子期刊"
"51139","The journal of knee surgery","1538-8506","西文","2004-present訂購年份:2026","彰濱單本期刊"
"19034","The Journal of legal medicine","0194-7648","西文","19990301-","MEDLINE電子期刊"
"18886","The Journal of medical humanities","1041-3545","西文","20040301-20110601","MEDLINE電子期刊"
"19039","The Journal of medicine and philosophy","0360-5310","西文","19960201-","MEDLINE電子期刊"
"18937","The Journal of membrane biology","0022-2631","西文","20000101-","MEDLINE電子期刊"
"36065","The Journal of Nursing Research","1682-3141","西文","20010601-present","Airiti Library 【華藝中文電子期刊】"
"49773","The Journal of Obstetrics and Gynecology of India","0971-9202","西文","2010-present","Springer 【電子期刊】"
"19015","The Journal of oncology management: the official journal of the American College of Oncology Administrators","1061-9364","西文","20040101-20051201","MEDLINE電子期刊"
"19104","The Journal of otolaryngology","0381-6605","西文","19970101-20071201","MEDLINE電子期刊"
"19339","The Journal of parasitology","0022-3395","西文","20070601-","MEDLINE電子期刊"
"38806","The Journal of Pediatrics: Clinical Practice","2950-5410","西文","2024-present","ClinicalKey 【電子期刊&電子書】"
"18844","The journal of peptide research: official journal of the American Peptide Society","1397-002X","西文","19990101-20051201","MEDLINE電子期刊"
"37840","The Journal of Physician Assistant Education","1941-9430","西文","2009-present","OVID 【電子期刊】"
"19264","The Journal of rural health: official journal of the American Rural Health Association and the National Rural Health Care Association","0890-765X","西文","20060101-","MEDLINE電子期刊"
"19173","The Journal of social psychology","0022-4545","西文","19651001-","MEDLINE電子期刊"
"8734","The Journal of the American Dental Association","0002-8177","西文","2015.01-2015.12","ScienceDirect(SDOL)"
"19326","The journal of the British Menopause Society","1362-1807","西文","20030301-20070201","MEDLINE電子期刊"
"19371","The Journal of toxicological sciences","0388-1350","西文","20061001-","MEDLINE電子期刊"
"48875","Die Kardiologie","1864-9718","西文","7/1/2007+","ProQuest 【電子期刊】"
"49588","Die Kardiologie","2731-7129","西文","2007-present","Springer 【電子期刊】"
"46281","Kai Tiaki : Nursing New Zealand","1173-2032","西文","2011.04-present","ProQuest 【電子期刊】"
"46282","Kansas Nurse","0022-8710","西文","1999-present","ProQuest 【電子期刊】"
"38260","Kaohsiung Journal of Medical Sciences","1607-551X","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"49221","Kaohsiung Journal of Medical Sciences, The","1607-551X","西文","6/1/2014+","ProQuest 【電子期刊】"
"47638","Kardiochirurgia i Torakochirurgia Polska","1731-5530","西文","2014-present","ProQuest 【電子期刊】"
"47603","Karnataka Anesthesia Journal","2394-6954","西文","2015-2017","ProQuest 【電子期刊】"
"46283","Kennedy Institute of Ethics Journal","1054-6863","西文","2000.12-present(已延遲 1 年)","ProQuest 【電子期刊】"
"46284","Kentucky Nurse","0742-8367","西文","2003-present","ProQuest 【電子期刊】"
"19314","Kidney & blood pressure research","1420-4096","西文","20050101-","MEDLINE電子期刊"
"46285","Kidney & Blood Pressure Research","1420-4096","西文","1994.05-present","ProQuest 【電子期刊】"
"8732","Kidney International","","西文","1999-present，訂購年代：2018","ScienceDirect(SDOL)"
"8689","Kidney International","0085-2538","西文","1999-present訂購年代:2017-2026","彰濱單本期刊"
"49222","Kidney International","0085-2538","西文","1/1/2000-12/1/2015","ProQuest 【電子期刊】"
"38736","Kidney Medicine","2590-0595","西文","2019-present","ClinicalKey 【電子期刊&電子書】"
"48001","Kinesiologia Slovenica","1318-2269","西文","2010-present","ProQuest 【電子期刊】"
"47463","KLIMIK Dergisi","1301-143X","西文","2009-2019","ProQuest 【電子期刊】"
"49223","Knee Surgery & Related Research","2234-0726","西文","1/1/2019+","ProQuest 【電子期刊】"
"51053","Knee Surgery, Sports Traumatology, Arthroscopy","0942-2056","西文","1996-present","Wiley Online Library(電子期刊)"
"46287","Knee Surgery, Sports Traumatology, Arthroscopy","0942-2056","西文","1997-2023","ProQuest 【電子期刊】"
"38737","Knee, The","0968-0160","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"51395","Korean Journal of Radiology","1229-6929","西文","1/1/2002+","ProQuest 【電子期刊】"
"36066","The Kaohsiung Journal of Medical Sciences","1607-551X","西文","20090331-20100331","Airiti Library 【華藝中文電子期刊】"
"19279","The Keio journal of medicine","0022-9717","西文","20090301-","MEDLINE電子期刊"
"19340","The Korean journal of parasitology","0023-4001","西文","20061201-","MEDLINE電子期刊"
"48057","La Lettre des Therapies Innovantes","1969-9786","西文","2009-2010","ProQuest 【電子期刊】"
"46738","Lab Animal; New York","0093-7355","西文","2003 - present (delay 1 年)","ProQuest 【電子期刊】"
"46739","Labmedicine; Chicago","0007-5027","西文","2011- present (已延遲 1 年)","ProQuest 【電子期刊】"
"47250","Labor Law Journal","0023-6586","西文","2004-2021","ProQuest 【電子期刊】"
"19306","Laboratory animals","0023-6772","西文","20010101-20150601","MEDLINE電子期刊"
"46288","Laboratory Animals","0023-6772","西文","2003-2006","ProQuest 【電子期刊】"
"46289","Laboratory Investigation","0023-6837","西文","2000-2022","ProQuest 【電子期刊】"
"48309","Lamp, The","0047-3936","西文","12/1/2004-9/1/2007","ProQuest 【電子期刊】"
"19267","Lancet","0140-6736","西文","19980801-20061201","MEDLINE電子期刊"
"46293","Lancet","0140-6736","西文","1992-present (已延遲 3 個月)","ProQuest 【電子期刊】"
"38262","Lancet Diabetes & Endocrinology","2213-8587","西文","2013.09-present","ClinicalKey 【電子期刊&電子書】"
"38622","Lancet Digital Health, The","2589-7500","西文","2019-present","ClinicalKey 【電子期刊&電子書】"
"38263","Lancet Global Health","2214-109X","西文","2013-present","ClinicalKey 【電子期刊&電子書】"
"38265","Lancet Haematology","2352-3018","西文","2014-present","ClinicalKey 【電子期刊&電子書】"
"38623","Lancet Healthy Longevity, The","2666-7568","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"38264","Lancet HIV","2352-3026","西文","2014-present","ClinicalKey 【電子期刊&電子書】"
"38266","Lancet Infectious Diseases","1473-3099","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"46290","Lancet Infectious Diseases","1473-3099","西文","2001.08-present","ProQuest 【電子期刊】"
"38624","Lancet Microbe, The","2666-5247","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"38267","Lancet Neurology","1474-4422","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"46291","Lancet Neurology","1474-4422","西文","2002.05-present","ProQuest 【電子期刊】"
"38268","Lancet Oncology","1470-2045","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"46292","Lancet Oncology","1470-2045","西文","2000.09-present","ProQuest 【電子期刊】"
"38667","Lancet Planetary Health, The","2542-5196","西文","2017-present","ClinicalKey 【電子期刊&電子書】"
"51071","Lancet Primary Care, The","3050-5143","西文","2025-present","ClinicalKey 【電子期刊&電子書】"
"38269","Lancet Psychiatry","2215-0366","西文","2014-present","ClinicalKey 【電子期刊&電子書】"
"38625","Lancet Public Health, The","2468-2667","西文","2016-present","ClinicalKey 【電子期刊&電子書】"
"51736","Lancet Regional Health - Africa, The","3050-5011","西文","2026-present","ClinicalKey 【電子期刊&電子書】"
"38626","Lancet Regional Health - Americas, The","2667-193X","西文","2021-present","ClinicalKey 【電子期刊&電子書】"
"38627","Lancet Regional Health - Europe, The","2666-7762","西文","2021-present","ClinicalKey 【電子期刊&電子書】"
"38668","Lancet Regional Health - Southeast Asia, The","2772-3682","西文","2022-present","ClinicalKey 【電子期刊&電子書】"
"38628","Lancet Regional Health - Western Pacific, The","2666-6065","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"38271","Lancet Respiratory Medicine","2213-2600","西文","2013/03-present","ClinicalKey 【電子期刊&電子書】"
"38272","Lancet, The","0140-6736","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"51397","Langenbeck's Archives of Surgery","1435-2443","西文","12/1/2023+","ProQuest 【電子期刊】"
"19201","Langenbeck's archives of surgery / Deutsche Gesellschaft fur Chirurgie","1435-2443","西文","20000101-","MEDLINE電子期刊"
"46294","Language and Speech","0023-8309","西文","1998.04-present","ProQuest 【電子期刊】"
"46295","Language, Speech & Hearing Services in Schools","0161-1461","西文","1997.04-2009.10","ProQuest 【電子期刊】"
"46296","Language, Speech & Hearing Services in Schools (Online)","1558-9129","西文","2010-2022","ProQuest 【電子期刊】"
"49224","Laparoscopic Endoscopic Surgical Science","2587-0610","西文","1/1/2020+","ProQuest 【電子期刊】"
"49225","Laryngoscope Investigative Otolaryngology","2378-8038","西文","2/1/2016+","ProQuest 【電子期刊】"
"6872","Laryngoscope, the","1531-4995","西文","訂購年份:2026-2030(五年約)","彰秀單本期刊"
"49226","Lasers in Dental Science","2367-2587","西文","5/1/2017+","ProQuest 【電子期刊】"
"19193","Lasers in medical science","0268-8921","西文","20030501-","MEDLINE電子期刊"
"46297","Lasers in Medical Science","0268-8921","西文","2002-present","ProQuest 【電子期刊】"
"6590","Lasers in Surgery and Medicine","0196-8092","西文","1996-present","Wiley Online Library(電子期刊)"
"19161","Laterality","1357-650X","西文","20040101-","MEDLINE電子期刊"
"46298","Law and Human Behavior","0147-7307","西文","1999.02-2011.12","ProQuest 【電子期刊】"
"47162","Leadership in Health Services","1751-1879","西文","1999-present","ProQuest 【電子期刊】"
"46299","Learning & Behavior","1543-4494","西文","2011.03-present(已延遲 1 年)","ProQuest 【電子期刊】"
"46300","Learning & Behavior (pre-2011)","1543-4494","西文","2003.11-2010.11","ProQuest 【電子期刊】"
"47092","Learning Disability Practice (2014+)","1465-8712","西文","2014-present","ProQuest 【電子期刊】"
